"time,""q1"",""q2"",""q3"",""q4"",""q5"",""q6"""
0,-0.6933520475970667,-0.8328288358500977,0.9508188406573694,1.14861719190564,1.515310287475586,1.738813877105713
1,-0.693371597920553,-0.8328288358500977,0.9508112112628382,1.14859859525647,1.515298366546631,1.738829374313354
2,-0.693336311970846,-0.8327907484820862,0.9508188406573694,1.14859859525647,1.515291213989258,1.738832950592041
3,-0.6933749357806605,-0.832847849731781,0.9507988134967249,1.148583336467407,1.515313863754272,1.738832950592041
4,-0.6937568823443812,-0.8323977750590821,0.9496348539935511,1.148790522212646,1.515262126922607,1.738897800445557
5,-0.7026985327350062,-0.8221829694560547,0.9278014341937464,1.15376274167981,1.512996196746826,1.742208957672119
6,-0.7136214415179651,-0.80967731893573,0.9010327498065394,1.159706278438232,1.510265707969666,1.746142864227295
7,-0.7261236349688929,-0.7955269378474732,0.8703706900226038,1.166568441981934,1.507133960723877,1.750629425048828
8,-0.7262838522540491,-0.7952640813640137,0.8699510733233851,1.166645212764404,1.507101058959961,1.750712275505066
9,-0.6813181082354944,-0.8448125284961243,0.976788345967428,1.1434051233479,1.518242597579956,1.735162734985352
10,-0.5969327131854456,-0.9078897398761292,1.120917145405905,1.12125484525647,1.536905884742737,1.718418836593628
11,-0.4990018049823206,-0.9504264754107972,1.231674973164694,1.115017099971435,1.553999781608582,1.713819265365601
12,-0.2862923781024378,-0.9742682141116639,1.352271858845846,1.139346285457275,1.571624755859375,1.736784696578979
13,-0.285867993031637,-0.9742170733264466,1.35240346590151,1.139468832606934,1.571602463722229,1.73683762550354
14,-0.2282975355731409,-0.9672435087016602,1.371360127125875,1.155432625407837,1.570950508117676,1.749694108963013
15,-0.3100231329547327,-0.9667001527598877,1.37964374223818,1.152935667628906,1.570012092590332,1.745246171951294
16,-0.4305713812457483,-0.9506331843188782,1.367228809987203,1.159437342281006,1.569623112678528,1.741921424865723
17,-0.5442479292498987,-0.9166463178447266,1.323887650166647,1.178774996394775,1.570423126220703,1.745484471321106
18,-0.6062477270709437,-0.8904318970492859,1.283810917531149,1.196537657375,1.571305274963379,1.750178098678589
19,-0.7247551123248499,-0.8415137094310303,1.159369293843405,1.250562592143677,1.571753978729248,1.74761962890625
20,-0.7672932783709925,-0.8139817279628296,1.095669094716207,1.27816288053479,1.571245193481445,1.750662684440613
21,-0.6760714689837855,-0.9142706555179139,1.066882435475485,1.404681368465088,1.571042776107788,1.748337745666504
22,-0.6352999846087855,-0.9442324799350281,1.03432017961611,1.46624128400769,1.571142196655273,1.74982750415802
23,-0.6193636099444788,-0.953149215584137,1.016499821339742,1.490419788951538,1.571019053459167,1.75078010559082
24,-0.6881125609027308,-0.8598256272128602,0.9321354071246546,1.289367838496826,1.534997463226318,1.744339942932129
25,-0.7181623617755335,-0.8052796286395569,0.8912313620196741,1.161604567165039,1.509122490882874,1.747553110122681
26,-0.7135427633868616,-0.8108536166003724,0.9031012693988245,1.158888264293335,1.510281085968018,1.74577271938324
27,-0.6345251242267054,-0.8835620445064087,1.063875977193014,1.128534718150757,1.528992772102356,1.724098443984985
28,-0.4932516256915491,-0.952198938732483,1.23693019548525,1.115063830012939,1.554804921150208,1.71391487121582
29,-0.4441459814654749,-0.9641989034465333,1.275856796895162,1.117332859630249,1.561134934425354,1.716416597366333
30,-0.2851808706866663,-0.9741655749133606,1.352595154439108,1.139574213618896,1.571649551391602,1.736984491348267
31,-0.2232263723956507,-0.9681987923434754,1.365936581288473,1.153376265163086,1.571621417999268,1.74822199344635
32,-0.2571318785296839,-0.9679541748813172,1.375789467488424,1.153944178218506,1.570586085319519,1.748023271560669
33,-0.4030888716327112,-0.9560296696475525,1.372895542775289,1.156816883678101,1.569626569747925,1.742177963256836
34,-0.5572016874896448,-0.9113933605006714,1.316659752522604,1.181994124049805,1.57056713104248,1.74651026725769
35,-0.5943878332721155,-0.8946052950671692,1.292801682149069,1.192548437709473,1.571102857589722,1.750181674957275
36,-0.7133482138263147,-0.8478138607791443,1.174251381550924,1.244105024928711,1.571837902069092,1.747125387191772
37,-0.7453683058368128,-0.8288638156703492,1.129907910023825,1.263321085567139,1.571549892425537,1.748796224594116
38,-0.7154110113727015,-0.876921073799469,1.086870495473043,1.348288698787353,1.571070194244385,1.748358488082886
39,-0.6958048979388636,-0.8965415519526978,1.078347031270162,1.375977202052734,1.571054697036743,1.748237609863281
40,-0.6272361914264124,-0.9491459888270875,1.02639085451235,1.478797360057495,1.571182131767273,1.750320434570312
41,-0.6342929045306605,-0.9348449271968384,1.000497643147604,1.448621435756348,1.5647212266922,1.747882843017578
42,-0.6903145948993128,-0.8564334076694031,0.9288986364947718,1.282504482860229,1.533519625663757,1.744503736495972
43,-0.7119672934161585,-0.8126781743815918,0.9070399443255823,1.158046169871948,1.510696530342102,1.745167970657349
44,-0.6699946562396448,-0.8551423710635682,0.9997981230365198,1.139107628459595,1.520940065383911,1.732062339782715
45,-0.584235970173971,-0.9149823945811768,1.138145748768942,1.119510574931763,1.539411664009094,1.717085123062134
46,-0.4626968542682093,-0.9602222603610535,1.262108151112692,1.11616484701123,1.558889389038086,1.715208530426025
47,-0.3091524283038538,-0.9751485151103516,1.345165554677145,1.134971304530762,1.57105827331543,1.732966423034668
48,-0.2695186773883265,-0.9731368583491822,1.356808964406149,1.142827673549316,1.571834564208984,1.739701867103577
49,-0.2761061827289026,-0.9679113191417237,1.377850357686178,1.153355761165283,1.570332050323486,1.74698543548584
50,-0.327400032673971,-0.96552927911792,1.379814926777975,1.152992411250732,1.569890022277832,1.744507312774658
51,-0.4471877256976526,-0.9469006818583985,1.362973038350241,1.161370201701782,1.569634914398193,1.741897583007812
52,-0.5595462957965296,-0.9104120296290894,1.315290753041403,1.182613058681152,1.570606470108032,1.746694326400757
53,-0.6108649412738245,-0.8891312044909974,1.280072991047994,1.198141022319458,1.571361899375916,1.749819040298462
54,-0.7319343725787562,-0.8372593087008973,1.149351421986715,1.254878683681152,1.571697473526001,1.74798583984375
55,-0.7678960005389612,-0.8136294645122071,1.09455901781191,1.278874321574829,1.57123327255249,1.750715851783752
56,-0.6972134749041956,-0.895225541000702,1.079018894826071,1.373988552684448,1.57105827331543,1.748214960098267
57,-0.659337345753805,-0.9276093405536194,1.054978672658102,1.429484291667602,1.571070194244385,1.748813390731812
58,-0.6192272345172327,-0.9533088964274903,1.016691986714498,1.490842981929443,1.571094512939453,1.750795602798462
